mysql> select cnu2016_vtulsyan.orders.timestamp, sum(order_product.selling_cost * order_product.quantity)
    -> as 'daily_sale' FROM cnu2016_vtulsyan.orders join order_product
    ->                         on cnu2016_vtulsyan.orders.oid = order_product.order_id
    ->                         group by cnu2016_vtulsyan.orders.timestamp;
+---------------------+-------------+
| timestamp           | daily_sale  |
| 2003-11-06 00:00:00 |  99916.5900 |
| 2003-11-07 00:00:00 |  31428.2100 |
| 2003-11-08 00:00:00 |  33818.3400 |
| 2003-11-11 00:00:00 |  65747.4100 |
| 2003-11-12 00:00:00 | 100153.9300 |
| 2003-11-13 00:00:00 |  34606.2800 |
| 2003-11-14 00:00:00 | 122337.4100 |
| 2003-11-15 00:00:00 |  28287.7300 |
| 2003-11-18 00:00:00 |  33834.8700 |
| 2003-11-19 00:00:00 |  10721.8600 |
| 2003-11-20 00:00:00 |  83414.2400 |
| 2003-11-21 00:00:00 |  35505.6300 |
| 2003-11-25 00:00:00 |  75804.5000 |
| 2003-11-26 00:00:00 |  78613.0400 |
| 2003-11-27 00:00:00 |  20644.2400 |
| 2003-12-01 00:00:00 |  48795.2400 |
| 2003-12-02 00:00:00 | 119076.1000 |
| 2003-12-03 00:00:00 |  13059.1600 |
| 2003-12-05 00:00:00 |  36527.6100 |
| 2003-12-09 00:00:00 |  59265.1400 |
| 2004-01-02 00:00:00 |  49614.7200 |
| 2004-01-09 00:00:00 |  21053.6900 |
| 2004-01-12 00:00:00 |  47177.5900 |
| 2004-01-15 00:00:00 |  49165.1600 |
| 2004-01-16 00:00:00 |  59830.5500 |
| 2004-01-22 00:00:00 |   7310.4200 |
| 2004-01-26 00:00:00 |  22162.6100 |
| 2004-01-29 00:00:00 |  36070.4700 |
| 2004-02-02 00:00:00 |   5759.4200 |
| 2004-02-04 00:00:00 |  22474.1700 |
| 2004-02-09 00:00:00 |   7612.0600 |
| 2004-02-10 00:00:00 |  12573.2800 |
| 2004-02-12 00:00:00 |  32538.7400 |
| 2004-02-18 00:00:00 |  16901.3800 |
| 2004-02-19 00:00:00 |  56822.6500 |
| 2004-02-20 00:00:00 |  44894.7400 |
| 2004-02-21 00:00:00 |  18997.8900 |
| 2004-02-22 00:00:00 |  47375.9200 |
| 2004-02-26 00:00:00 |  23552.5900 |
| 2004-03-02 00:00:00 |  40978.5300 |
| 2004-03-10 00:00:00 |  20355.2400 |
| 2004-03-11 00:00:00 |  43369.3000 |
| 2004-03-15 00:00:00 |  33820.6200 |
| 2004-03-19 00:00:00 |  15322.9300 |
| 2004-03-20 00:00:00 |  24995.6100 |
| 2004-03-29 00:00:00 |   7178.6600 |
| 2004-03-30 00:00:00 |  31670.3700 |
| 2004-04-02 00:00:00 |  29284.4200 |
| 2004-04-03 00:00:00 |   5899.3800 |
| 2004-04-05 00:00:00 |  22602.3600 |
| 2004-04-09 00:00:00 |  28211.7000 |
| 2004-04-12 00:00:00 |  16212.5900 |
| 2004-04-13 00:00:00 |  51252.8900 |
| 2004-04-20 00:00:00 |   1679.9200 |
| 2004-04-26 00:00:00 |   6276.6000 |
| 2004-04-29 00:00:00 |  26155.9100 |
| 2004-05-04 00:00:00 |  32239.4700 |
| 2004-05-05 00:00:00 |  63815.2800 |
| 2004-05-07 00:00:00 |  41445.2100 |
| 2004-05-08 00:00:00 |  11843.4500 |
| 2004-05-11 00:00:00 |  42798.0800 |
| 2004-05-18 00:00:00 |  31102.8500 |
| 2004-05-26 00:00:00 |  25080.9600 |
| 2004-06-01 00:00:00 |  45443.5400 |
| 2004-06-03 00:00:00 |  37281.3600 |
| 2004-06-04 00:00:00 |   4632.3100 |
| 2004-06-08 00:00:00 |   4710.7300 |
| 2004-06-14 00:00:00 |  16753.3000 |
| 2004-06-15 00:00:00 |  66198.8300 |
| 2004-06-16 00:00:00 |  37769.3800 |
| 2004-06-17 00:00:00 |  22997.4500 |
| 2004-06-24 00:00:00 |  47065.3600 |
| 2004-06-28 00:00:00 |  42044.7700 |
| 2004-06-30 00:00:00 |  18473.7100 |
| 2004-07-02 00:00:00 |   9415.1300 |
| 2004-07-06 00:00:00 |  51619.0200 |
| 2004-07-07 00:00:00 |  20314.4400 |
| 2004-07-12 00:00:00 |  35034.5700 |
| 2004-07-16 00:00:00 |   6419.8400 |
| 2004-07-19 00:00:00 |  35806.7300 |
| 2004-07-20 00:00:00 |  61146.5900 |
| 2004-07-21 00:00:00 |  57882.9800 |
| 2004-07-23 00:00:00 |  47924.1900 |
| 2004-08-02 00:00:00 |  51152.8600 |
| 2004-08-04 00:00:00 |   2611.8400 |
| 2004-08-06 00:00:00 |  33347.8800 |
| 2004-08-09 00:00:00 |  20009.5300 |
| 2004-08-17 00:00:00 |  48298.9900 |
| 2004-08-19 00:00:00 |  39641.4300 |
| 2004-08-20 00:00:00 |  85507.5600 |
| 2004-08-21 00:00:00 |  32260.1600 |
| 2004-08-27 00:00:00 |  43134.0400 |
| 2004-08-28 00:00:00 |   1960.8000 |
| 2004-08-30 00:00:00 |  61402.0000 |
| 2004-09-01 00:00:00 |  38785.4800 |
| 2004-09-03 00:00:00 |  12538.0100 |
| 2004-09-07 00:00:00 |   5858.5600 |
| 2004-09-08 00:00:00 |  84131.8700 |
| 2004-09-09 00:00:00 |  33924.2400 |
| 2004-09-10 00:00:00 |  19484.1600 |
| 2004-09-15 00:00:00 |  31310.0900 |
| 2004-09-16 00:00:00 |  17359.5300 |
| 2004-09-27 00:00:00 |   6066.7800 |
| 2004-09-30 00:00:00 |  34341.0800 |
| 2004-10-06 00:00:00 |   3474.6600 |
| 2004-10-11 00:00:00 |  53116.9900 |
| 2004-10-13 00:00:00 |  47411.3300 |
| 2004-10-14 00:00:00 |  76158.3500 |
| 2004-10-15 00:00:00 |  60216.0800 |
| 2004-10-16 00:00:00 |  97375.0500 |
| 2004-10-21 00:00:00 |  55639.6600 |
| 2004-10-22 00:00:00 |  87339.9200 |
| 2004-10-29 00:00:00 |  19501.8200 |
| 2004-11-01 00:00:00 |  79933.7000 |
| 2004-11-02 00:00:00 |  37586.3700 |
| 2004-11-03 00:00:00 |  44349.5400 |
| 2004-11-04 00:00:00 |  99155.5600 |
| 2004-11-05 00:00:00 |  86504.9600 |
| 2004-11-09 00:00:00 |  19206.6800 |
| 2004-11-10 00:00:00 |  20564.8600 |
| 2004-11-12 00:00:00 |  37654.0900 |
| 2004-11-15 00:00:00 |  50025.3500 |
| 2004-11-16 00:00:00 |  15822.8400 |
| 2004-11-17 00:00:00 |  93153.1800 |
| 2004-11-18 00:00:00 |  26248.7800 |
| 2004-11-19 00:00:00 |  29480.6100 |
| 2004-11-20 00:00:00 |  51209.5800 |
| 2004-11-21 00:00:00 |  25505.9800 |
| 2004-11-22 00:00:00 |  12081.5200 |
| 2004-11-23 00:00:00 |  48927.6400 |
| 2004-11-24 00:00:00 | 125129.5500 |
| 2004-11-25 00:00:00 |  20564.4500 |
| 2004-11-29 00:00:00 |  56186.7400 |
| 2004-12-01 00:00:00 |  39964.6300 |
| 2004-12-02 00:00:00 |  46493.1600 |
| 2004-12-03 00:00:00 |  23330.5600 |
| 2004-12-04 00:00:00 |  65744.7200 |
| 2004-12-07 00:00:00 |  25529.7800 |
| 2004-12-09 00:00:00 |  26311.6300 |
| 2004-12-10 00:00:00 |  84861.7200 |
| 2004-12-15 00:00:00 |  32600.6100 |
| 2004-12-16 00:00:00 |  52166.0000 |
| 2004-12-17 00:00:00 |  31835.3600 |
| 2005-01-05 00:00:00 |  12692.1900 |
| 2005-01-06 00:00:00 |  47619.9000 |
| 2005-01-07 00:00:00 |   8307.2800 |
| 2005-01-10 00:00:00 |  14379.9000 |
| 2005-01-12 00:00:00 |  39580.6000 |
| 2005-01-19 00:00:00 |  13874.7500 |
| 2005-01-20 00:00:00 |  55406.6100 |
| 2005-01-23 00:00:00 |  35137.5400 |
| 2005-01-26 00:00:00 |  33967.7300 |
| 2005-01-31 00:00:00 |  46770.5200 |
| 2005-02-02 00:00:00 |  21432.3100 |
| 2005-02-03 00:00:00 |  49523.6700 |
| 2005-02-08 00:00:00 |   3452.7500 |
| 2005-02-09 00:00:00 |  23602.9000 |
| 2005-02-10 00:00:00 |  48910.3900 |
| 2005-02-16 00:00:00 |  34404.2100 |
| 2005-02-17 00:00:00 |  80391.6800 |
| 2005-02-22 00:00:00 |  36851.9800 |
| 2005-02-23 00:00:00 |  14155.5700 |
| 2005-02-28 00:00:00 |   4466.7100 |
| 2005-03-01 00:00:00 |  46968.5200 |
| 2005-03-02 00:00:00 |   3516.0400 |
| 2005-03-03 00:00:00 |  58260.3100 |
| 2005-03-04 00:00:00 |  55902.5000 |
| 2005-03-09 00:00:00 |  29848.5200 |
| 2005-03-10 00:00:00 |   8807.1200 |
| 2005-03-11 00:00:00 |  33593.3200 |
| 2005-03-15 00:00:00 |  18102.7400 |
| 2005-03-17 00:00:00 |  17928.0900 |
| 2005-03-23 00:00:00 |  27695.5400 |
| 2005-03-28 00:00:00 |  12432.3200 |
| 2005-03-30 00:00:00 |  46656.9400 |
| 2005-04-01 00:00:00 |  62009.0900 |
| 2005-04-03 00:00:00 |  43525.0400 |
| 2005-04-07 00:00:00 |  12190.8500 |
| 2005-04-08 00:00:00 |  78685.7500 |
| 2005-04-14 00:00:00 |  35157.7500 |
| 2005-04-15 00:00:00 |  21638.6200 |
| 2005-04-22 00:00:00 |  52845.0000 |
| 2005-04-23 00:00:00 |   2326.1800 |
| 2005-04-29 00:00:00 |  36442.3400 |
| 2005-05-01 00:00:00 |  29070.3800 |
| 2005-05-03 00:00:00 |  46895.4800 |
| 2005-05-05 00:00:00 |  28500.7800 |
| 2005-05-06 00:00:00 |  50806.8500 |
| 2005-05-09 00:00:00 |  10945.2600 |
| 2005-05-10 00:00:00 |  35362.2600 |
| 2005-05-13 00:00:00 |  28574.9000 |
| 2005-05-16 00:00:00 |  23627.4400 |
| 2005-05-17 00:00:00 |  52420.0700 |
| 2005-05-29 00:00:00 |  49890.6100 |
| 2005-05-30 00:00:00 |  14447.1700 |
| 2005-05-31 00:00:00 |  70933.7400 |
+---------------------+-------------+
265 rows in set (0.00 sec)
